id,e2_1,e2_2,e2_3,e2_4,e2_5,e2_6,e2_7,e2_8,SMILES,pkbhx
id593,-0.68,0.04,1.45,0.7,-0.28,-0.82,-0.53,2.58,CCOC(=[O:1])c1ccccc1,0.94
id594,-0.92,0.13,1.82,0.76,-0.47,-0.99,-0.64,3.36,COS(=[O:1])OC,0.94
id595,-0.33,-0.33,1.1,1.48,0.37,-0.82,-0.4,0.39,[Se:1]=P(c1ccccc1)(c1ccccc1)c1ccccc1,0.94
id596,-0.87,0.14,1.72,0.62,-0.43,-0.81,-0.63,3.29,CC(=[O:1])c1ccc(Cl)cc1,0.93
id597,-1.13,-0.02,1.98,0.36,-0.47,-0.96,-0.72,4.71,CCC#[N:1],0.93
id598,-1.2,-0.01,2.1,0.31,-0.49,-0.99,-0.76,5.09,C[Si](C)(C)C#[N:1],0.93
id599,-0.92,0.24,1.54,-0.12,-0.25,-0.09,-0.57,3.74,C[N:1]1CCCC1c1cccc(c1)C(F)(F)F,0.92
id600,-1.2,0.04,1.9,0.05,-0.53,-0.74,-0.61,5.13,N#Cc1cc[n:1]cc1,0.92
id601,-0.85,0.11,1.66,0.61,-0.4,-0.77,-0.6,3.18,CC(=O)c1ccc(cc1)C(C)=[O:1],0.92
id602,-0.71,0.1,1.58,1.02,-0.38,-1.04,-0.59,2.29,CC(C)C12CCC(C)(O[O:1]1)C=C2,0.92
id603,-1.14,-0.02,2.01,0.36,-0.46,-0.98,-0.73,4.78,CCCCC#[N:1],0.92
id604,-1.19,0.01,1.84,0.03,-0.52,-0.76,-0.58,5.01,c1c[n:1]ccn1,0.92
id605,-1.13,0,1.97,0.34,-0.47,-0.97,-0.72,4.66,CC#[N:1],0.91
id606,-0.98,0.09,1.84,1.16,-0.6,-1.54,-0.74,2.91,O=S(=[O:1])(c1ccccc1)c1ccccc1,0.91
id607,-0.8,0.18,1.59,0.68,-0.45,-0.78,-0.58,2.92,CC(=[O:1])c1cccnc1,0.9
id608,-0.82,0.19,1.7,0.81,-0.49,-0.95,-0.63,3.05,CC(=[O:1])c1ccccc1Cl,0.9
id609,-0.49,0.29,1.32,1,-0.39,-0.85,-0.56,1.75,CCN(CC)c1ccc(cc1)[N+]([O-:1])=O,0.9
id610,-0.69,0.11,1.5,0.72,-0.35,-0.78,-0.55,2.56,COC(=[O:1])c1ccccc1,0.89
id611,-1.14,-0.02,1.99,0.35,-0.48,-0.97,-0.72,4.77,CCCC#[N:1],0.89
id612,-1.14,-0.02,2.02,0.38,-0.47,-0.99,-0.72,4.77,CCCCCC#[N:1],0.89
id613,-1.04,0.09,1.85,1.09,-0.61,-1.52,-0.75,3.11,CN(C)S(=O)(=[O:1])c1ccccc1,0.89
id614,-0.61,0.08,1.28,0.63,-0.25,-0.63,-0.44,2.12,CCOC(=[O:1])OCC,0.88
id615,-0.71,0.07,1.54,0.65,-0.28,-0.8,-0.56,3,CCCC[O:1]CCCC,0.88
id616,-0.64,0.05,1.37,0.65,-0.24,-0.67,-0.49,2.35,CCOC(=[O:1])c1ccc(F)cc1,0.88
id617,-1.15,-0.01,2,0.38,-0.48,-1,-0.73,4.76,Cc1ccc(cc1)C#[N:1],0.88
id618,-1.17,-0.02,2.03,0.37,-0.47,-0.99,-0.73,4.83,[N:1]#CC1CCCC1,0.88
id619,-1.07,0.16,2.19,0.7,-0.62,-1.23,-0.69,4.63,Brc1ccc(NC(=[N:1]c2ccc(Br)cc2)c2ccccc2)cc1,0.87
id620,-1.11,-0.02,1.95,0.36,-0.46,-0.95,-0.7,4.61,C=CCC#[N:1],0.87
id621,-0.64,0.29,1.49,0.92,-0.46,-0.8,-0.52,2.09,[O:1]=S1OCCO1,0.87
id622,-1.21,0.09,2.24,0.53,-0.64,-1.24,-0.76,5.04,C(=[N:1]c1ccccc1)c1ccccc1,0.87
id623,-1.1,0.01,1.95,0.37,-0.48,-0.95,-0.71,4.63,ClCCCCC#[N:1],0.87
id625,-1.15,-0.04,2.01,0.38,-0.46,-0.98,-0.73,4.73,COc1ccc(CC#[N:1])cc1,0.87
id626,-0.88,0,1.63,0.66,-0.33,-0.91,-0.6,3.03,[O:1]=C1CCO1,0.86
id627,-1.15,-0.01,2.02,0.35,-0.49,-1,-0.73,4.85,Cc1cccc(C)c1C#[N:1],0.86
id628,-1.09,-0.37,1.99,0.32,-0.04,-1.03,-0.63,4.05,[O-][N+](=O)c1cccc(c1)[N:1]=C(Nc1ccccc1)c1ccccc1,0.86
id629,-0.81,0.26,1.7,0.81,-0.53,-0.92,-0.65,3.02,CC(=[O:1])c1cccc(c1)C(C)=O,0.86
id630,-0.71,0.1,1.47,0.67,-0.35,-0.74,-0.53,2.66,[OH:1]Cc1ccccc1,0.86
id632,-1.13,-0.01,1.98,0.38,-0.48,-0.99,-0.72,4.7,Cc1cccc(c1)C#[N:1],0.85
id633,-0.6,0.07,1.25,0.61,-0.26,-0.61,-0.44,2.12,CCOC(=[O:1])OC,0.84
id634,-1.14,-0.02,2.02,0.4,-0.48,-1.05,-0.74,4.76,Cc1ccc(CC#[N:1])cc1,0.84
id635,-0.69,0.12,1.5,0.74,-0.34,-0.78,-0.56,2.56,CC(=[O:1])c1cccc(F)c1,0.83
id636,-1.13,0,1.97,0.37,-0.49,-1,-0.73,4.72,Cc1ccccc1C#[N:1],0.83
id637,-1.3,-0.09,2.42,0.51,-0.46,-1.28,-0.82,5,C#CC[N:1](CC#C)CC#C,0.83
id638,-1.12,-0.04,1.94,0.3,-0.41,-0.88,-0.7,4.68,ClCCCC#[N:1],0.83
id639,-1.12,0.01,1.98,0.4,-0.47,-0.98,-0.73,4.67,[N:1]#Cc1ccc(cc1)-c1ccccc1,0.83
id640,-0.56,0.1,1.22,0.63,-0.27,-0.61,-0.43,2.07,COC(=[O:1])OC,0.82
id641,-0.86,0.13,1.68,0.6,-0.4,-0.77,-0.62,3.21,CC(=[O:1])c1cccc(Cl)c1,0.82
id642,-0.8,0.1,1.56,0.64,-0.39,-0.81,-0.57,3.07,C[OH:1],0.82
id643,0.4,0.06,-0.94,1.5,-0.43,-1.42,0.23,-2.59,CN(C)[N+]([O-:1])=O,0.82
id644,-1.15,0.03,1.82,0.06,-0.5,-0.71,-0.58,4.89,N#Cc1ccc[n:1]c1,0.82
id645,-1.12,-0.06,1.91,0.29,-0.42,-0.89,-0.69,4.65,Clc1ccc(CC#[N:1])cc1,0.82
id646,-1.13,-0.01,1.87,0.26,-0.41,-0.78,-0.64,4.44,c1c[n:1]oc1,0.81
id647,-1.13,0.01,1.97,0.43,-0.51,-1.05,-0.74,4.64,[N:1]#CCc1ccccc1,0.81
id648,-1.11,-0.01,1.96,0.36,-0.44,-0.94,-0.71,4.64,[N:1]#Cc1ccccc1,0.8
id649,-1.11,0,1.93,0.39,-0.48,-1.01,-0.72,4.56,COc1cccc(c1)C#[N:1],0.8
id650,-0.99,0.14,1.72,0.43,-0.59,-0.99,-0.63,3.91,C1Cc2ccccc2[NH:1]1,0.79
id651,-1.09,-0.04,1.87,0.31,-0.41,-0.89,-0.68,4.5,CNCC#[N:1],0.79
id652,-0.73,0.12,1.47,0.63,-0.37,-0.75,-0.55,2.85,[OH:1]CC=C,0.79
id653,-0.67,0.05,1.4,0.62,-0.24,-0.65,-0.49,2.36,CCOC(=[O:1])c1ccc(Br)cc1,0.78
id654,-0.7,0.15,1.52,0.75,-0.38,-0.79,-0.56,2.49,[O:1]=Cc1ccccc1,0.78
id655,-0.77,0.14,1.53,0.59,-0.39,-0.68,-0.56,2.9,CC(=[O:1])c1ccc(cc1)C(F)(F)F,0.78
id656,-0.75,0.14,1.51,0.6,-0.38,-0.7,-0.54,2.81,CC(=[O:1])c1ccncc1,0.78
id657,-1.08,-0.01,1.88,0.36,-0.45,-0.92,-0.69,4.53,COc1cc(OC)cc(c1)C#[N:1],0.78
id658,-0.95,0.08,1.77,0.49,-0.44,-0.91,-0.67,3.91,[N:1]#COc1ccccc1,0.77
id659,-1.06,-0.07,1.81,0.24,-0.38,-0.82,-0.62,4.44,CSCC#[N:1],0.77
id660,-1.08,0.01,1.88,0.38,-0.46,-0.93,-0.68,4.45,Fc1ccc(CC#[N:1])cc1,0.77
id661,-1.07,-0.02,1.88,0.34,-0.43,-0.91,-0.68,4.45,CN(C)CC#[N:1],0.76
id662,-0.38,0.31,1.57,1.74,-0.39,-1.13,-0.47,0.47,CCOP(=[S:1])(OCC)OCC,0.76
id663,-0.74,0,1.42,0.51,-0.24,-0.64,-0.51,2.58,CCOC(=[O:1])c1ccc(cc1)C(=O)OCC,0.76
id664,-0.85,-0.06,1.8,0.77,-0.13,-0.79,-0.54,2.7,ClC(=[O:1])N(c1ccccc1)c1ccccc1,0.75
id665,-0.67,0.09,1.63,0.66,-0.27,-0.92,-0.6,3.45,CC(C)(C)[O:1]C(C)(C)C,0.75
id666,-1.07,0,1.88,0.35,-0.43,-0.91,-0.67,4.43,BrCc1ccc(cc1)C#[N:1],0.75
id667,-0.53,0.1,1.18,0.65,-0.26,-0.59,-0.42,1.91,CCOC(=[O:1])CF,0.74
id669,-0.96,0.05,1.74,0.43,-0.43,-0.88,-0.63,3.94,CSC#[N:1],0.73
id670,-0.84,-0.07,1.6,0.6,-0.26,-0.88,-0.57,3.05,CCSC(=[O:1])OC,0.73
id671,-0.57,0.12,1.21,0.61,-0.27,-0.57,-0.41,2.14,C1C[O:1]CCO1,0.73
id672,-1.03,-0.03,1.75,0.21,-0.38,-0.78,-0.62,4.35,ClCCC#[N:1],0.73
id673,-1.03,-0.01,1.81,0.34,-0.42,-0.86,-0.65,4.31,Brc1ccc(cc1)C#[N:1],0.73
id674,-0.76,0.2,1.54,0.64,-0.45,-0.75,-0.57,2.85,CC(=[O:1])c1cccc(c1)C(F)(F)F,0.72
id675,-1.05,-0.02,1.84,0.32,-0.43,-0.88,-0.66,4.39,Fc1ccc(cc1)C#[N:1],0.72
id676,-0.49,0.13,1.1,0.55,-0.23,-0.48,-0.37,1.66,CCOC(=[O:1])N1C=CN(C)C1=S,0.72
id677,-0.4,0.27,1.21,1.03,-0.31,-0.81,-0.46,1.39,CCOS(C)(=[O:1])=O,0.72
id678,-1.07,-0.04,1.87,0.35,-0.41,-0.9,-0.66,4.4,Brc1ccc(CC#[N:1])cc1,0.72
id679,-1.08,-0.05,1.83,0.33,-0.41,-0.92,-0.66,4.44,Brc1ccccc1C#[N:1],0.71
id680,-1.11,0.07,1.66,-0.1,-0.47,-0.5,-0.5,4.62,[NH2:1]CC(F)(F)F,0.71
id681,-0.71,0.15,1.37,0.66,-0.52,-1.02,-0.54,2.69,C1C[NH:1]c2ccccc2C1,0.7
id682,-0.81,0.04,1.58,0.55,-0.33,-0.77,-0.55,3.18,C=CC[O:1]CC=C,0.7
id683,-1.1,-0.01,1.88,0.33,-0.45,-0.92,-0.68,4.51,C=CC#[N:1],0.7
id684,-1.09,0.02,1.93,0.41,-0.48,-0.96,-0.71,4.49,NCCC#[N:1],0.7
id685,-1.05,-0.02,1.85,0.35,-0.44,-0.9,-0.66,4.38,BrCc1cccc(c1)C#[N:1],0.7
id687,-0.94,0.11,1.8,0.5,-0.53,-1.08,-0.65,4.07,C[N:1](C)c1ccc(C)cc1,0.69
id688,-0.97,0.1,1.77,0.54,-0.52,-0.99,-0.68,4,BrCc1ccccc1C#[N:1],0.69
id689,-0.73,0.08,1.47,0.78,-0.35,-0.88,-0.57,2.45,[O:1]=C1OC=CO1,0.69
id690,-0.89,0.09,1.66,0.63,-0.44,-0.9,-0.61,3.27,CC(=[O:1])C#C,0.68
id691,-0.72,-0.04,1.27,0.13,-0.25,-0.54,-0.39,2.95,C1CC[N:1](CC1)c1ccccc1,0.68
id692,-1.03,0.04,1.84,0.63,-0.49,-1.05,-0.69,3.81,c1[n:1]oc2ccccc12,0.68
id693,-0.75,0.13,1.6,0.7,-0.38,-0.83,-0.56,2.82,[O:1]=C(c1ccccc1)c1cccnc1,0.68
id694,-0.53,0.15,1.21,0.65,-0.31,-0.61,-0.44,1.99,CCN1C(=[O:1])C=CC1=O,0.68
id695,-0.56,0.09,1.19,0.6,-0.26,-0.61,-0.43,2.07,CCOC(=[O:1])CCl,0.67
id696,-1.03,0.02,1.88,0.45,-0.47,-0.98,-0.69,4.36,Clc1ccccc1C#[N:1],0.67
id697,-1.19,-0.12,2.06,0.51,-0.4,-1.03,-0.67,4.49,ICC#[N:1],0.67
id698,-0.74,0.02,1.4,0.53,-0.3,-0.74,-0.49,2.77,CCOC=[O:1],0.66
id699,-0.59,0.15,1.22,0.6,-0.3,-0.57,-0.45,2.05,CC(=[O:1])CCl,0.66
id700,-1.06,-0.01,1.86,0.32,-0.42,-0.86,-0.67,4.43,Clc1ccc(cc1)C#[N:1],0.66
id701,-1.04,-0.01,1.81,0.36,-0.45,-0.88,-0.66,4.3,CCOC(=O)c1ccc(cc1)C#[N:1],0.66
id702,-0.71,0.17,1.45,0.65,-0.38,-0.73,-0.54,2.65,CC=[O:1],0.65
id703,-0.81,0.12,1.55,0.6,-0.41,-0.77,-0.58,3.1,[OH2:1],0.65
id704,-1.01,0,1.8,0.35,-0.45,-0.87,-0.64,4.25,CC(=O)c1ccc(cc1)C#[N:1],0.65
id705,-0.61,0.15,1.74,1.32,-0.29,-1.28,-0.71,1.92,C([O:1]Cc1ccccc1)c1ccccc1,0.65
id706,-0.75,0.17,1.52,0.71,-0.38,-0.75,-0.49,2.53,CCOC(=[O:1])C(=O)OCC,0.65
id707,-0.57,0.16,1.26,0.72,-0.35,-0.66,-0.48,2.01,COC=[O:1],0.65
id708,-1.01,0.02,1.82,0.35,-0.43,-0.88,-0.67,4.34,Clc1cccc(c1)C#[N:1],0.65
id709,-1,0.01,1.76,0.37,-0.43,-0.86,-0.63,4.09,Brc1cccc(c1)C#[N:1],0.65
id710,-1.09,-0.07,1.87,0.3,-0.39,-0.88,-0.67,4.47,Fc1ccccc1C#[N:1],0.64
id711,-0.57,0.17,1.27,0.73,-0.34,-0.71,-0.48,2.03,CCOC(=[O:1])C#C,0.63
id712,-0.8,0.09,1.58,0.62,-0.37,-0.8,-0.58,3.02,Clc1ccc(C=[O:1])cc1,0.63
id713,-0.6,0.14,1.27,0.7,-0.31,-0.67,-0.44,2.17,C1COC[O:1]C1,0.63
id714,-0.63,0.02,1.43,0.86,-0.27,-0.91,-0.51,2.22,C1C2CC3CC1CC(C2)C31[O:1]OC11C2CC3CC(C2)CC1C3,0.63
id715,-1.02,0.03,1.8,0.45,-0.47,-0.95,-0.68,4.11,[N:1]#Cc1ccccn1,0.61
id716,-0.66,0.1,1.38,0.61,-0.31,-0.66,-0.49,2.46,CC(=[O:1])c1ccc(cc1)C#N,0.6
id717,-0.68,0.02,1.23,-0.06,-0.21,-0.52,-0.44,4.06,CN(C)C=[N:1]c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.6
id718,-0.96,0.04,1.51,0.1,-0.4,-0.57,-0.46,3.94,Brc1c[n:1]cnc1,0.59
id719,-0.34,0.23,0.84,0.53,-0.19,-0.32,-0.33,0.79,COP(=[S:1])(OC)OC,0.58
id720,-0.62,-0.03,1.75,1.55,-0.31,-1.47,-0.68,1.97,C[O:1]COC,0.58
id721,-0.72,0.15,1.43,0.52,-0.37,-0.62,-0.51,2.75,CC(=[O:1])c1ccc(cc1)[N+]([O-])=O,0.57
id722,-0.9,0.14,1.72,0.62,-0.53,-1.05,-0.68,3.73,FC(F)(F)c1ccccc1C#[N:1],0.57
id723,-0.87,0.04,1.54,0.39,-0.41,-0.8,-0.57,3.57,BrCC#[N:1],0.57
id724,-1.42,-0.08,1.9,-0.34,-0.52,-0.63,-0.58,5.77,Cc1ccc([NH2:1])cc1,0.56
id725,0.9,0.26,-0.72,0.72,0.25,0.45,0.38,-4.26,ClP(Cl)(Cl)=[O:1],0.56
id726,-0.59,0.22,1.32,0.91,-0.4,-0.81,-0.55,1.93,CC(=O)OC(C)=[O:1],0.55
id727,-0.65,-0.07,1.64,1.46,-0.32,-1.5,-0.65,2,C[O:1]C(OC)OC,0.55
id728,-0.57,0.16,1.23,0.79,-0.38,-0.77,-0.48,2.11,[OH:1]CCF,0.55
id729,-0.97,-0.01,1.69,0.29,-0.39,-0.78,-0.61,4.12,FC(F)(F)c1ccc(cc1)C#[N:1],0.54
id730,0.81,-0.04,-0.87,0.37,0.5,0.44,0.22,-3.45,[OH:1]CCBr,0.54
id731,-1,-0.05,1.72,0.28,-0.39,-0.8,-0.61,4.14,FC(F)(F)c1cccc(c1)C#[N:1],0.53
id732,-0.68,0.04,1.29,0.58,-0.3,-0.71,-0.45,2.5,C1CC=C[O:1]1,0.53
id733,-0.57,0.12,1.2,0.55,-0.28,-0.56,-0.42,2.2,CCOC(=[O:1])c1ccc(cc1)C#N,0.53
id734,-0.99,0.02,1.73,0.33,-0.42,-0.84,-0.62,4.14,[N:1]#Cc1cccnc1,0.53
id735,-0.97,0.01,1.71,0.28,-0.39,-0.76,-0.62,4.13,Clc1cc(Cl)cc(c1)C#[N:1],0.52
id736,-0.6,0.11,1.31,0.62,-0.29,-0.64,-0.46,2.28,COC(=[O:1])c1cccnc1,0.51
id737,-0.58,0.15,1.21,0.58,-0.33,-0.56,-0.44,2.07,[O:1]=C1C=CC(=O)C=C1,0.51
id738,-0.54,0.13,1.18,0.57,-0.27,-0.53,-0.44,2.1,[OH:1]CCCl,0.5
id739,-0.97,0.08,1.61,0.44,-0.4,-0.68,-0.53,3.13,CN(C)C(Cl)=[S:1],0.5
id740,-0.31,0.28,0.98,0.78,-0.31,-0.61,-0.41,1.15,COc1ccc(cc1)[N+]([O-:1])=O,0.5
id741,-0.56,0.06,1.19,0.52,-0.19,-0.5,-0.41,2.01,CCOC(=[O:1])c1ccc(cc1)[N+]([O-])=O,0.5
id742,-0.69,0.08,1.51,0.82,-0.24,-0.88,-0.53,2.15,CCOS(=[O:1])(=O)OCC,0.5
id743,-0.51,0.22,1.29,0.93,-0.35,-0.82,-0.56,1.76,CN(C)C=Nc1ccc(cc1)[N+]([O-:1])=O,0.48
id744,-1.12,0.02,1.85,0.22,-0.46,-0.8,-0.61,4.47,N#Cc1cccc[n:1]1,0.48
id745,-0.32,0.11,1.13,1.05,-0.25,-0.87,-0.43,1.03,[F:1]C1C2CC3CC(C2)C([F:1])C1C3,0.48
id746,-0.99,-0.01,1.72,0.27,-0.38,-0.79,-0.61,4.16,[N:1]#Cc1cccc(c1)C#N,0.48
id747,-1.37,-0.06,1.93,-0.34,-0.52,-0.62,-0.59,5.76,Cc1cccc(C)c1[NH2:1],0.47
id748,-0.96,-0.01,1.66,0.28,-0.38,-0.77,-0.59,3.99,[N:1]#Cc1ccncc1,0.47
id749,-1.06,0.13,1.77,0.43,-0.59,-0.99,-0.64,4.03,[NH2:1]c1ccccc1,0.46
id750,-0.68,-0.04,1.26,0.89,-0.4,-1.22,-0.58,2.25,Cc1ccc(cc1C)[N+]([O-:1])=O,0.46
id751,-0.58,0.08,1.17,0.63,-0.26,-0.63,-0.4,2.05,C1C[O:1]CO1,0.45
id752,-0.55,0.08,1.19,0.59,-0.24,-0.59,-0.41,2.14,CC[O:1]CCCl,0.44
id753,-0.58,0.14,1.29,0.73,-0.34,-0.78,-0.48,2.19,[O:1]=C(C(=O)c1ccccc1)c1ccccc1,0.44
id754,-1.26,-0.06,1.78,-0.28,-0.45,-0.57,-0.53,5.24,C[NH:1]c1ccc(C)cc1,0.43
id755,-0.92,0.04,1.61,0.3,-0.43,-0.77,-0.58,3.91,[O-][N+](=O)c1cccc(c1)C#[N:1],0.43
id756,-0.32,0.25,0.96,0.74,-0.28,-0.57,-0.41,1.16,[O-:1][N+](=O)c1ccc(cc1)C12CC3CC(CC(C3)C1)C2,0.42
id757,-0.34,0.23,0.88,0.58,-0.25,-0.41,-0.35,1.18,CC(C)(C)[N+]([O-:1])=O,0.42
id758,-0.9,0.12,1.72,0.51,-0.54,-1.09,-0.63,3.93,C[N:1](C)c1cccc(C)c1,0.41
id759,-0.68,0.03,1.27,0.55,-0.29,-0.7,-0.46,2.53,C1C[O:1]C=CC1,0.41
id760,-0.63,0.06,1.21,0.53,-0.27,-0.61,-0.45,2.19,CC(C)[N+]([O-:1])=O,0.41
id761,-0.7,0.15,1.38,0.58,-0.34,-0.67,-0.52,2.73,CC(C)(C)[S:1]C(C)(C)C,0.4
id762,-1.44,-0.1,1.82,-0.51,-0.47,-0.51,-0.55,5.92,CCc1cccc(CC)c1[NH2:1],0.39
id763,-0.69,0.13,1.35,0.62,-0.51,-0.98,-0.53,2.79,C[N:1](C)c1ccccc1,0.39
id764,-0.15,0.06,0.84,0.97,-0.13,-0.84,-0.3,0.63,C1C[N:1]2CCCc3cccc(C1)c23,0.39
id765,-0.91,0.01,1.61,0.32,-0.39,-0.76,-0.6,3.84,ClCC#[N:1],0.39
id766,-0.8,-0.02,1.38,0.27,-0.3,-0.63,-0.46,3.12,[OH:1]CC#C,0.38
id767,-0.9,0.2,1.64,0.57,-0.59,-0.99,-0.66,3.64,[N:1]#Cc1ccccc1C#N,0.38
id768,-1.13,0.17,1.97,0.45,-0.66,-1.09,-0.72,4.45,CC(C)c1cccc(C(C)C)c1[NH2:1],0.37
id769,-0.91,0.03,1.62,0.33,-0.39,-0.78,-0.61,3.83,ClC(=C)C#[N:1],0.36
id770,-0.71,0.05,1.39,0.67,-0.31,-0.8,-0.52,2.48,[O:1]=COc1ccccc1,0.35
id771,-0.93,-0.01,1.59,0.26,-0.38,-0.73,-0.57,3.95,[O-][N+](=O)c1ccc(cc1)C#[N:1],0.35
id772,-0.6,0.09,1.04,0.3,-0.25,-0.38,-0.37,2.24,C1C[S:1]CCN1,0.34
id773,-0.69,0.14,1.26,0.52,-0.4,-0.63,-0.45,2.37,CC1(C)C2CCC1(C)C(=[S:1])C2,0.34
id774,-0.28,0.42,0.95,0.83,-0.34,-0.42,-0.33,0.6,CC1(C)C2CCC1(C)C(C2)=N[N+]([O-:1])=O,0.34
id775,-0.25,0.2,0.66,0.47,-0.18,-0.27,-0.24,0.83,C1C[S:1]CN1,0.32
id776,-0.33,0.14,0.77,0.41,-0.16,-0.33,-0.3,1.3,ClCC(=[O:1])CCl,0.32
id777,-0.57,0.16,1.08,0.47,-0.31,-0.52,-0.41,2.07,C1CC[S:1]C1,0.32
id778,-0.79,-0.05,1.3,0.15,-0.25,-0.55,-0.41,3.17,C[O:1]c1c(C)cccc1C,0.32
id779,-0.81,-0.02,1.4,0.37,-0.25,-0.62,-0.51,2.93,CC[N+]([O-:1])=O,0.32
id780,-0.91,0.03,1.39,0.06,-0.35,-0.51,-0.41,3.7,c1nc[n:1]cn1,0.32
id781,-0.22,0.11,0.74,0.68,-0.13,-0.49,-0.3,0.75,[F:1]C12CC3CC(CC(C3)C1)C2,0.31
id782,-0.69,0.13,1.25,0.41,-0.31,-0.52,-0.46,2.58,CC(C)[S:1]C(C)C,0.3
id783,-0.29,0.23,0.84,0.65,-0.25,-0.48,-0.36,0.97,[O-:1][N+](=O)c1ccccc1,0.3
id784,-0.72,0.1,1.23,0.46,-0.37,-0.64,-0.44,2.38,[S:1]=C1SCCS1,0.3
id785,-1.07,-0.04,1.65,-0.11,-0.38,-0.83,-0.55,4.75,CC(C)C[N:1](C(C)C)C(C)C,0.3
id786,-0.97,-0.02,1.64,0.29,-0.41,-0.81,-0.62,4,C#CC#[N:1],0.3
id787,-0.32,0.21,0.96,0.78,-0.26,-0.61,-0.42,1.3,Cc1cccc(C)c1[N+]([O-:1])=O,0.29
id788,-0.76,-0.01,1.32,0.35,-0.23,-0.56,-0.49,2.79,C[N+]([O-:1])=O,0.27
id789,-1.18,-0.07,1.68,-0.3,-0.42,-0.52,-0.49,5,C[NH:1]c1ccccc1,0.26
id790,-0.71,-0.14,1.87,1.4,-0.2,-1.41,-0.64,2.36,COC([O:1]C)(OC)OC,0.26
id791,0.88,0.33,-0.64,0.88,0.1,0.04,0.09,-2.99,CC(=[O:1])C(Cl)Cl,0.25
id792,-0.69,0.14,1.27,0.4,-0.31,-0.47,-0.46,2.52,C[S:1]C(C)(C)C,0.25
id793,-0.63,0.13,1.19,0.52,-0.32,-0.55,-0.45,2.3,CC[S:1]CC,0.25
id794,-0.55,0.15,1.12,0.41,-0.29,-0.56,-0.44,2.44,C[S:1]C1CCCCC1,0.24
id795,-0.8,0.11,1.35,0.1,-0.45,-0.68,-0.49,3.8,C[N:1](C)n1cccc1,0.23
id796,-0.62,0.14,1.19,0.51,-0.32,-0.54,-0.43,2.31,CCCC[S:1]CCCC,0.23
id797,-0.61,0.15,1.17,0.52,-0.31,-0.52,-0.43,2.18,C1CC[S:1]CC1,0.23
id798,-0.64,0.11,1.25,0.5,-0.32,-0.56,-0.45,2.35,CC(=O)C(C)=[O:1],0.23
id799,-0.65,0.06,1.23,0.41,-0.31,-0.63,-0.4,2.48,Cn1[cH:1][cH:1][cH:1][cH:1]1,0.23
